,index,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,available_30,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,guest_overall_satisfaction,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latest_review,latitude,listing_url,localized_city,localized_neighborhood,reviews_scores_location,longitude,max_nights,min_nights,monthly_price_factor,name,neighborhood,p3_summary_address,p3_summary_title,person_capacity,picture_count,preview_amenities,price_night,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_and_property_type,room_type,room_type_category,self_checkin,space_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,amenities,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,host_id,member_since
79,79,nan,0.0,0.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,nan,Helsingfors,5,nan,nan,,0,22982896,0,0,1,Private room,,60.26545,https://www.airbnb.com/api/v2/pdp_listing_details/22982896?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,nan,25.02617,7,1,0.0,Kaunis yksityinen huone tunnelmallisella alueella,,"Helsingfors, Finland",Welcome to a nice bright place to stay,2,37,"Wifi,Kitchen,Free parking,Heating",,51,1.0,100%,,0.0,nan,214,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,nan,0.0,0.0,0,0,"Free parking on premises, Wifi, Kitchen, Air conditioning, Hair dryer, Iron, Shampoo, TV, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Coffee maker, Dishes and silverware, Bed linens, Extra pillows and blankets, Fire extinguisher, Smoke alarm",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,170375110.0,2018-01-01
80,80,nan,0.0,0.0,0.0,,3.6-4.4/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,nan,Helsinki,17,nan,nan,,0,33630332,0,0,0,Entire apartment,,60.15948,https://www.airbnb.com/api/v2/pdp_listing_details/33630332?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,nan,24.9395,1125,1,0.0,Church view studio in Design District,Punavuori,"Helsingfors, Finland",Welcome to a nice bright place to stay,2,8,"Wifi,Kitchen",,78,1.0,50-89%,,0.0,nan,72,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,nan,0.0,0.0,0,0,"Elevator, Wifi, Kitchen, Shampoo, Hangers, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Free street parking, Cooking basics, Dishes and silverware, Dishwasher, Refrigerator, Oven, Stove, Luggage dropoff allowed, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19046248.0,2014-07-01
81,81,nan,0.0,0.0,0.0,,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,nan,Helsingfors,0,nan,nan,,0,42960124,0,1,0,Private room,,60.19986,https://www.airbnb.com/api/v2/pdp_listing_details/42960124?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Taka-Töölö,nan,24.93848,1125,1,0.0,Welcome to a separate room,Taka-Töölö,"Helsingfors, Finland",Welcome to a nice bright place to stay,2,9,"Wifi,Kitchen,Free parking,Heating",,26,40.0,100%,,0.0,nan,0,Private room in guesthouse,Private room,private_room,,Private room,nan,nan,0.0,0.0,0,0,"Free parking on premises, Gym, Wifi, Kitchen, Breakfast, Indoor fireplace, Air conditioning, Dryer, Hair dryer, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Lock on bedroom door, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,341610431.0,2020-03-01
82,82,nan,0.0,0.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,nan,Helsinki,22,nan,nan,,0,12068779,0,0,0,Private room,,60.16628000000001,https://www.airbnb.com/api/v2/pdp_listing_details/12068779?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,nan,24.94315,20,1,1.0,"Heart of the city, Design District",Punavuori,"Helsingfors, Finland",Welcome to a nice bright place to stay,1,15,"Wifi,Kitchen,Heating",,79,1.0,100%,,0.0,nan,200,Private room in apartment,Private room,private_room,,Private room,3.6-4.4/5.0,nan,0.0,0.89,0,217,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Bed linens, Extra pillows and blankets, Shower gel, Fire extinguisher, Smoke alarm",0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3836057.0,2012-10-01
83,83,nan,0.0,0.0,0.0,,0-3.5/5.0,1.5,0.0,2.0,1,CANCEL_MODERATE,nan,Helsinki,11,nan,nan,,0,41139203,0,0,0,Entire apartment,,60.1687,https://www.airbnb.com/api/v2/pdp_listing_details/41139203?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,nan,24.937479999999997,1125,1,0.0,"Studio in central area, close to Kamppi",Kamppi,"Helsingfors, Finland",Welcome to a nice bright place to stay,3,7,"Wifi,Kitchen,Heating",,77,1.0,0-49%,,0.0,nan,14,Entire apartment,Entire home/apt,entire_home,,Entire apartment,0-3.5/5.0,nan,0.0,0.9,5,0,"Wifi, Kitchen, Hair dryer, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Dishes and silverware, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
84,84,nan,0.0,0.0,0.0,,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,33,nan,nan,,0,30981155,0,0,1,Entire apartment,,60.172169999999994,https://www.airbnb.com/api/v2/pdp_listing_details/30981155?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kluuvi,nan,24.945,1125,1,0.85,Central Studio,Kluuvi,"Helsingfors, Finland",Welcome to a nice bright place to stay,2,5,"Hosted by a business,Wifi,Kitchen,Heating",,88,1.0,100%,,0.0,nan,40,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,nan,0.0,0.9,16,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Stove, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17081157.0,2014-06-01
85,85,nan,0.0,0.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,,0,20648483,0,0,0,Private room,,60.24037,https://www.airbnb.com/api/v2/pdp_listing_details/20648483?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,nan,25.09604,1125,1,0.0,Cosy and comfortable apartment,,"Helsingfors, Finland",Welcome to a nice bright place to stay,2,6,"Wifi,Kitchen,Free parking,Heating",,41,1.0,100%,,0.0,nan,69,Private room in apartment,Private room,private_room,,Private room,3.6-4.4/5.0,nan,0.0,0.98,0,0,"Free parking on premises, Elevator, Wifi, Kitchen, Breakfast, Dryer, Shampoo, TV, Washer, Hangers, Heating, Essentials, Hot water, Coffee maker, Building staff, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,147655835.0,2017-08-01
86,86,nan,0.0,0.0,0.0,,3.6-4.4/5.0,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,nan,Helsinki,22,nan,nan,,0,14336951,0,0,0,Entire apartment,,60.172219999999996,https://www.airbnb.com/api/v2/pdp_listing_details/14336951?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Etu-Töölö,nan,24.92843,14,1,0.75,Comfortable 1 bedroom apartment in downtown,Etu-Töölö,"Helsingfors, Finland",Welcome to a nice bright place to stay,3,10,"Wifi,Kitchen,Heating",,95,1.0,100%,,0.0,nan,121,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,nan,0.0,0.85,16,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,39095876.0,2015-07-01
87,87,nan,0.0,0.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,nan,Helsinki,49,nan,nan,,1,18012739,0,0,1,Entire apartment,,60.15996,https://www.airbnb.com/api/v2/pdp_listing_details/18012739?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,nan,24.93835,1125,1,0.8,Classic Nordic Apartment in Hip Punavuori Design District,Punavuori,"Helsingfors, Finland",Welcome to a nice bright place to stay,4,14,"Hosted by a business,Wifi,Kitchen,Heating",,128,1.0,100%,,0.0,nan,95,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,nan,0.0,0.9,33,0,"Dishwasher, Dryer, Indoor fireplace, Game console, Gym, Heating, Room-darkening shades, Self check-in, Washer, Carbon monoxide alarm, Coffee maker, Bathroom essentials, Bedroom comforts, Hair dryer, Iron, TV, Smoke alarm, Wifi, Crib, High chair, Pack ’n Play/travel crib, Paid parking off premises, Kitchen",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2150193.0,2012-04-01
88,88,nan,0.0,0.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsingfors,0,nan,nan,,0,35246331,0,0,1,Private room,,60.2619,https://www.airbnb.com/api/v2/pdp_listing_details/35246331?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,nan,25.06961,6,1,0.0,Cosy shared apartment,,"Helsingfors, Finland",Welcome to a nice bright place to stay,2,7,"Wifi,Kitchen,Free parking,Heating",,39,1.0,100%,,0.0,nan,37,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,nan,0.0,0.0,11,0,"Free parking on premises, Elevator, Wifi, Kitchen, Breakfast, Air conditioning, Dryer, Hair dryer, Shampoo, TV, Washer, Heating, Essentials, Hot water, EV charger, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Private entrance, Luggage dropoff allowed, Bed linens, Extra pillows and blankets, Lock on bedroom door, Patio or balcony, Smoke alarm",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,251770181.0,2019-03-01
89,89,nan,0.0,0.0,0.0,,4.5-5.0/5.0,1.0,2.0,4.0,1,CANCEL_MODERATE,nan,Helsinki,54,nan,nan,,0,36044616,0,0,0,Entire apartment,,60.165169999999996,https://www.airbnb.com/api/v2/pdp_listing_details/36044616?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kaartinkaupunki,nan,24.946939999999998,1125,2,0.0,Gorgeous 2BR apartment by the Esplanade Park,Kaartinkaupunki,"Helsingfors, Finland",Welcome to a nice bright place to stay,8,14,"Hosted by a business,Wifi,Kitchen,Heating",,142,1.0,100%,,0.0,nan,26,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,nan,0.0,0.0,16,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Hangers, Heating, Essentials, Coffee maker, Dishes and silverware, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131448493.0,2017-05-01
91,91,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,,0,21368320,0,0,1,Entire apartment,,60.19322,https://www.airbnb.com/api/v2/pdp_listing_details/21368320?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.95705,1125,1,0.85,Lovely city apartment in Vallila,,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,3,18,"Wifi,Kitchen,Heating",,90,1.0,100%,,214.0,95-100/100,175,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,214.0,0.9,0,0,"Wifi, Kitchen, Hair dryer, Iron, TV, Hangers, Heating, Essentials, Hot water, Children’s books and toys, Pack ’n Play/travel crib, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Long term stays allowed, Bed linens, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,77255046.0,2016-06-01
92,92,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,,0,21373833,0,0,0,Entire apartment,,60.16448000000001,https://www.airbnb.com/api/v2/pdp_listing_details/21373833?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,10/10,24.93806,1125,2,0.0,New modern apartment in the Design District,Punavuori,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,4,15,"Hosted by a business,Wifi,Kitchen,Heating",,109,1.0,100%,,214.0,95-100/100,47,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,214.0,0.0,16,0,"Wifi, Kitchen, Hair dryer, Iron, TV, Hangers, Heating, Essentials, Hot water, Room-darkening shades, Coffee maker, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Long term stays allowed, Bed linens, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,131448493.0,2017-05-01
93,93,10/10,1.0,1.0,0.0,,nan,1.0,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsingfors,38,10/10,10/10,,0,41222077,0,0,0,Entire apartment,,60.1648,https://www.airbnb.com/api/v2/pdp_listing_details/41222077?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,10/10,24.92438,1125,2,0.0,Pohjoismaisella tyylillä sisustettu asunto!,Kamppi,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,4,9,"Wifi,Kitchen,Heating",,83,1.0,100%,,214.0,95-100/100,1,Entire apartment,Entire home/apt,entire_home,,Entire apartment,nan,10/10,214.0,0.0,16,0,"Wifi, Kitchen, Hair dryer, Iron, TV, Hangers, Heating, Essentials, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131448493.0,2017-05-01
94,94,10/10,1.0,1.0,0.0,,nan,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsingfors,0,10/10,10/10,,0,43026916,0,1,0,Entire apartment,,60.163830000000004,https://www.airbnb.com/api/v2/pdp_listing_details/43026916?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,10/10,24.92686,1125,1,0.95,Central appartment Helsinki Kamppi,Kamppi,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,2,8,"Wifi,Kitchen,Heating",,53,1.0,100%,,214.0,95-100/100,0,Entire apartment,Entire home/apt,entire_home,,Entire apartment,nan,10/10,214.0,0.95,11,163,"Wifi, Kitchen, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6345250.0,2013-05-01
95,95,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsingfors,10,10/10,10/10,,0,27325365,0,0,1,Entire condominium,,60.16664,https://www.airbnb.com/api/v2/pdp_listing_details/27325365?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,10/10,24.93078,1125,1,0.95,Studio apartment close everything,Kamppi,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,2,10,"Wifi,Kitchen,Heating",,112,37.0,100%,,214.0,95-100/100,163,Entire condominium,Entire home/apt,entire_home,,Entire condominium,4.5-5.0/5.0,10/10,214.0,0.95,0,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Host greets you, Bed linens, Extra pillows and blankets, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,205896633.0,2018-07-01
96,96,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,0.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,16,10/10,10/10,,0,11393587,0,0,0,Entire apartment,,60.1722,https://www.airbnb.com/api/v2/pdp_listing_details/11393587?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kluuvi,10/10,24.94511,1125,1,0.85,"Disinfected well, next to the Central station",Kluuvi,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,4,12,"Wifi,Kitchen,Heating",,118,1.0,100%,,214.0,95-100/100,385,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,214.0,0.9,11,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Babysitter recommendations, High chair, Pack ’n Play/travel crib, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Host greets you, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,52280248.0,2015-12-01
97,97,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,10,10/10,10/10,,0,40891430,0,0,1,Entire apartment,,60.203219999999995,https://www.airbnb.com/api/v2/pdp_listing_details/40891430?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.05827,1125,1,0.8,Feel right at home in Helsinki / Free WiFi,,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,2,13,"Wifi,Kitchen,Heating",,82,1.0,100%,,214.0,95-100/100,24,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,214.0,0.9,0,0,"Wifi, Kitchen, Cable TV, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Baking sheet, Bed linens, Extra pillows and blankets, Shower gel, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,95953175.0,2016-09-01
99,99,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,,0,18056441,0,0,0,Entire apartment,,60.16396999999999,https://www.airbnb.com/api/v2/pdp_listing_details/18056441?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.92801,1125,1,0.85,Disinfected well & central Kalevankatu home,Kamppi,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,4,25,"Wifi,Kitchen,Heating",,106,1.0,100%,,214.0,95-100/100,195,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,214.0,0.9,11,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Babysitter recommendations, Children’s books and toys, Crib, High chair, Pack ’n Play/travel crib, Room-darkening shades, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Baking sheet, Host greets you, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Garden or backyard, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,52280248.0,2015-12-01
100,100,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsingfors,0,10/10,10/10,,0,32062249,0,0,1,Entire apartment,,60.17482,https://www.airbnb.com/api/v2/pdp_listing_details/32062249?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kruununhaka,10/10,24.95901,1125,1,0.8,Casa Kruna,Kruununhaka,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,3,12,"Wifi,Kitchen,Heating",,90,1.0,100%,,214.0,95-100/100,55,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,214.0,0.9,0,0,"Wifi, Kitchen, Air conditioning, Hair dryer, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Private entrance, Long term stays allowed, Bed linens, Extra pillows and blankets, Waterfront, Carbon monoxide alarm, Smoke alarm",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,62422701.0,2016-03-01
101,101,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,,0,16106110,0,0,1,Entire apartment,,60.16369,https://www.airbnb.com/api/v2/pdp_listing_details/16106110?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.92686,5,1,0.71,Delightful two room apartment in central Helsinki,Kamppi,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,3,9,"Wifi,Kitchen,Heating",,89,1.0,50-89%,,214.0,95-100/100,15,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,10/10,214.0,0.86,22,0,"Elevator, Wifi, Kitchen, Breakfast, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Bed linens, Extra pillows and blankets, Shower gel, Patio or balcony, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24200770.0,2014-11-01
103,103,10/10,1.0,1.0,0.0,,nan,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsingfors,0,10/10,10/10,,0,41799984,0,0,0,Hostel room,,60.17876999999999,https://www.airbnb.com/api/v2/pdp_listing_details/41799984?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kruununhaka,10/10,24.9578,1125,1,0.0,2-х местный. №4. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,Kruununhaka,"Helsingfors, Finland",Kaunis yksityinen huone tunnelmallisella alueella,2,16,"Wifi,Heating",,55,45.0,100%,,214.0,95-100/100,0,Private room in hostel,Private room,private_room,,Hostel room,nan,10/10,214.0,0.0,0,0,"Wifi, Air conditioning, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Crib, High chair, Room-darkening shades, Paid parking on premises, Coffee maker, Dishes and silverware, Microwave, Refrigerator, Keypad, Private living room, Luggage dropoff allowed, Long term stays allowed, Bed linens, Lock on bedroom door, Shower gel, Waterfront, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,328007351.0,2020-01-01
