,index,accuracy_rating,allows_children,allows_infants,allows_pets,avg_rating,bathrooms,bedroom_label,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latitude,listing_url,location_rating,longitude,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,property_type_id,requires_license,response_rate,response_time,review_count,review_score,reviews_count,room_and_property_type,room_type,room_type_category,space_type,star_rating,value_rating,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,member_since
31,36,10.0,1.0,1.0,0.0,4.71,1.0,1 bedroom,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,38,10.0,10.0,0,34367632,0,0,0,Entire apartment,60.16882,https://www.airbnb.com/api/v2/pdp_listing_details/34367632?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93229,1125,2,0.0,4,12,$122,1.0,0.0,100.0,within an hour,105.0,95.0,21,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,105.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018-06-01
32,37,10.0,1.0,1.0,0.0,4.95,1.5,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,29644231,0,0,1,Entire condominium,60.15691999999999,https://www.airbnb.com/api/v2/pdp_listing_details/29644231?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94251,1125,1,0.8,2,16,$101,37.0,0.0,100.0,within an hour,105.0,95.0,158,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,9.0,105.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2018-10-01
33,38,10.0,1.0,1.0,0.0,4.68,1.0,Studio,0.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,26,10.0,10.0,0,3408263,0,0,0,Entire apartment,60.19519,https://www.airbnb.com/api/v2/pdp_listing_details/3408263?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9601,1124,1,0.74,2,9,$75,1.0,0.0,80.0,within an hour,105.0,95.0,606,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,105.0,0.9,0,217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2014-06-01
34,39,10.0,1.0,1.0,0.0,4.75,1.0,Studio,0.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,14,10.0,10.0,0,4459868,0,0,0,Entire apartment,60.17858,https://www.airbnb.com/api/v2/pdp_listing_details/4459868?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95323,1125,1,0.8,4,22,$95,1.0,0.0,0.0,unknown,105.0,95.0,603,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,105.0,0.9,9,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,
35,40,10.0,1.0,1.0,0.0,4.84,1.0,1 bedroom,1.0,1.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,38727425,0,0,1,Private room,60.21283,https://www.airbnb.com/api/v2/pdp_listing_details/38727425?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.15161,1125,1,0.0,2,6,$27,37.0,0.0,90.0,within an hour,105.0,95.0,52,Private room in condominium,Private room,private_room,Private room,5.0,9.0,105.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-09-01
36,41,10.0,1.0,1.0,0.0,4.63,1.0,1 bedroom,1.0,0.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,4,10.0,10.0,0,39487366,0,0,1,Private room,60.20016999999999,https://www.airbnb.com/api/v2/pdp_listing_details/39487366?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.11914,28,1,0.0,3,4,$28,1.0,0.0,100.0,within an hour,105.0,95.0,8,Private room in apartment,Private room,private_room,Private room,4.5,9.0,105.0,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2015-04-01
37,42,10.0,1.0,1.0,0.0,4.74,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,43,10.0,10.0,0,31606666,0,0,0,Entire apartment,60.17283000000001,https://www.airbnb.com/api/v2/pdp_listing_details/31606666?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94356,1125,2,0.0,4,13,$129,1.0,0.0,100.0,unknown,105.0,95.0,27,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,105.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01
38,43,10.0,1.0,1.0,0.0,3.98,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,20,10.0,10.0,0,37905256,0,0,0,Entire apartment,60.15796,https://www.airbnb.com/api/v2/pdp_listing_details/37905256?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94623,1125,1,0.0,4,6,$79,1.0,0.0,73.0,within an hour,105.0,95.0,49,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,9.0,105.0,0.95,11,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2014-07-01
39,44,10.0,1.0,1.0,0.0,,1.5,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,42545597,0,1,0,Entire condominium,60.16975,https://www.airbnb.com/api/v2/pdp_listing_details/42545597?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9308,1125,2,0.0,4,16,$115,37.0,0.0,100.0,unknown,105.0,95.0,2,Entire condominium,Entire home/apt,entire_home,Entire condominium,,9.0,105.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-05-01
40,45,10.0,1.0,1.0,0.0,4.78,1.0,Studio,0.0,3.0,1,CANCEL_MODERATE,10.0,Helsinki,16,10.0,10.0,0,33603361,0,0,1,Entire loft,60.1756,https://www.airbnb.com/api/v2/pdp_listing_details/33603361?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92983,1125,1,0.0,3,8,$89,35.0,0.0,100.0,within a few hours,105.0,95.0,113,Entire loft,Entire home/apt,entire_home,Entire loft,5.0,9.0,105.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2012-06-01
41,46,10.0,1.0,1.0,0.0,4.49,1.0,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,5,10.0,10.0,0,26240541,0,0,0,Private room,60.23301,https://www.airbnb.com/api/v2/pdp_listing_details/26240541?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.99648,1125,1,1.0,2,11,$39,1.0,0.0,100.0,within an hour,105.0,95.0,84,Private room in apartment,Private room,private_room,Private room,4.5,9.0,105.0,1.0,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2018-06-01
42,47,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,43030513,0,1,0,Private room,60.19888,https://www.airbnb.com/api/v2/pdp_listing_details/43030513?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93923,1125,1,0.0,2,6,$26,40.0,0.0,100.0,within an hour,105.0,95.0,0,Private room in guesthouse,Private room,private_room,Private room,,9.0,105.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2020-03-01
43,48,10.0,1.0,1.0,0.0,4.84,1.0,1 bedroom,1.0,0.0,1,CANCEL_MODERATE,10.0,Helsinki,27,10.0,10.0,0,25399185,0,0,1,Entire apartment,60.16679,https://www.airbnb.com/api/v2/pdp_listing_details/25399185?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92989,1125,1,0.0,4,5,$96,1.0,0.0,100.0,within a few hours,105.0,95.0,128,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,105.0,0.9,16,217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-07-01
44,49,10.0,1.0,1.0,0.0,,4.0,1 bedroom,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,41781809,0,0,0,Hostel room,60.17853,https://www.airbnb.com/api/v2/pdp_listing_details/41781809?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95962,1125,1,0.0,2,17,$55,45.0,0.0,100.0,within an hour,105.0,95.0,0,Private room in hostel,Private room,private_room,Hostel room,,9.0,105.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01
45,50,10.0,1.0,1.0,0.0,4.55,0.5,Studio,0.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,17834020,0,0,0,Entire apartment,60.16492,https://www.airbnb.com/api/v2/pdp_listing_details/17834020?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93141,1125,1,0.85,3,19,$107,1.0,0.0,100.0,within an hour,105.0,95.0,326,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,105.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2015-12-01
46,51,10.0,1.0,1.0,0.0,4.68,1.0,1 bedroom,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,11,10.0,10.0,0,20977238,0,0,0,Private room,60.24803000000001,https://www.airbnb.com/api/v2/pdp_listing_details/20977238?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.00458,1125,1,0.9,2,8,$42,1.0,0.0,100.0,within an hour,105.0,95.0,102,Private room in apartment,Private room,private_room,Private room,4.5,9.0,105.0,0.95,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2017-04-01
47,52,10.0,1.0,1.0,0.0,4.96,1.5,Studio,0.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,11879784,0,0,1,Entire apartment,60.18223,https://www.airbnb.com/api/v2/pdp_listing_details/11879784?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94775,1125,1,0.72,2,14,$75,1.0,0.0,100.0,within a few hours,105.0,95.0,26,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,105.0,0.87,22,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-11-01
48,53,10.0,1.0,1.0,0.0,4.87,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,10,10.0,10.0,0,22055402,0,0,1,Private room,60.18899999999999,https://www.airbnb.com/api/v2/pdp_listing_details/22055402?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.03338,30,1,1.0,2,11,$56,37.0,0.0,100.0,within an hour,105.0,95.0,119,Private room in condominium,Private room,private_room,Private room,5.0,9.0,105.0,1.0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2017-12-01
49,54,10.0,1.0,1.0,0.0,4.76,1.0,1 bedroom,1.0,2.0,0,CANCEL_MODERATE,10.0,Helsinki,11,10.0,10.0,0,37514841,0,0,1,Private room,60.21134,https://www.airbnb.com/api/v2/pdp_listing_details/37514841?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.96724,31,1,0.8,3,15,$45,1.0,0.0,100.0,within an hour,128.0,97.0,33,Private room in apartment,Private room,private_room,Private room,5.0,9.0,128.0,0.9,22,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018-07-01
50,56,10.0,1.0,1.0,0.0,4.81,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,27,10.0,10.0,0,31213330,0,0,1,Entire condominium,60.15605,https://www.airbnb.com/api/v2/pdp_listing_details/31213330?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9317,1125,1,0.75,2,24,$109,37.0,0.0,100.0,within an hour,128.0,97.0,77,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,9.0,128.0,0.89,0,217,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2018-11-01
51,57,10.0,1.0,1.0,0.0,4.71,1.0,Studio,0.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,37307947,0,0,0,Entire apartment,60.16566,https://www.airbnb.com/api/v2/pdp_listing_details/37307947?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92887,1125,1,0.8,3,9,$92,1.0,0.0,71.0,within an hour,128.0,97.0,34,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,128.0,0.9,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2019-07-01
52,59,10.0,1.0,1.0,0.0,4.96,1.0,1 bedroom,1.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,16,10.0,10.0,0,38743638,0,0,1,Entire apartment,60.17585,https://www.airbnb.com/api/v2/pdp_listing_details/38743638?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95941,1125,1,0.8,4,19,$114,1.0,0.0,100.0,within an hour,128.0,97.0,25,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.9,27,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019-05-01
53,60,10.0,1.0,1.0,0.0,4.62,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,37231876,0,0,0,Private room,60.20264,https://www.airbnb.com/api/v2/pdp_listing_details/37231876?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.91875,30,1,0.75,1,4,$52,1.0,0.0,100.0,within an hour,128.0,97.0,37,Private room in apartment,Private room,private_room,Private room,4.5,9.0,128.0,0.87,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2017-07-01
54,62,10.0,1.0,1.0,0.0,4.87,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,4,10.0,10.0,0,35713015,0,0,1,Private room,60.20016999999999,https://www.airbnb.com/api/v2/pdp_listing_details/35713015?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.11914,28,1,0.0,3,20,$31,1.0,0.0,100.0,within an hour,128.0,97.0,54,Private room in apartment,Private room,private_room,Private room,5.0,9.0,128.0,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2015-04-01
55,63,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,42985363,0,1,0,Private room,60.19933,https://www.airbnb.com/api/v2/pdp_listing_details/42985363?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93949,1125,1,0.0,2,5,$26,40.0,0.0,100.0,within an hour,128.0,97.0,0,Private room in guesthouse,Private room,private_room,Private room,,9.0,128.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-03-01
56,64,10.0,1.0,1.0,0.0,4.75,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,12,10.0,10.0,0,28234855,0,0,0,Entire apartment,60.1876,https://www.airbnb.com/api/v2/pdp_listing_details/28234855?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95954,10,1,1.0,3,15,$81,1.0,0.0,0.0,unknown,128.0,97.0,197,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.95,13,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
57,65,10.0,1.0,1.0,0.0,5.0,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,41869689,0,0,0,Entire apartment,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.91911,1125,1,0.0,4,12,$92,1.0,0.0,71.0,within an hour,128.0,97.0,3,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.0,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2019-07-01
58,66,10.0,1.0,1.0,0.0,4.74,1.0,Studio,0.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,14752483,0,0,0,Entire apartment,60.1656,https://www.airbnb.com/api/v2/pdp_listing_details/14752483?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93041,1125,1,0.85,4,18,$98,1.0,0.0,100.0,within an hour,128.0,97.0,434,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2015-12-01
59,68,10.0,1.0,1.0,0.0,4.63,1.0,2 bedrooms,2.0,4.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,38,10.0,10.0,0,571881,0,0,0,Entire apartment,60.17007,https://www.airbnb.com/api/v2/pdp_listing_details/571881?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92772,150,1,0.7,7,21,$135,1.0,0.0,100.0,within an hour,128.0,97.0,336,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,128.0,0.85,16,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-02-01
60,69,10.0,1.0,1.0,0.0,5.0,1.5,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,42638153,0,0,0,Private room,60.22875,https://www.airbnb.com/api/v2/pdp_listing_details/42638153?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.85057,6,1,0.65,2,7,$38,1.0,0.0,78.0,within an hour,128.0,97.0,3,Private room in apartment,Private room,private_room,Private room,5.0,9.0,128.0,0.85,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-01
61,70,10.0,1.0,1.0,0.0,4.71,1.0,Studio,0.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,12,10.0,10.0,0,31094469,0,0,0,Entire apartment,60.18791,https://www.airbnb.com/api/v2/pdp_listing_details/31094469?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.96019,10,1,1.0,3,19,$81,1.0,0.0,0.0,unknown,128.0,97.0,143,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,128.0,0.95,13,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
62,71,10.0,1.0,1.0,0.0,4.73,1.5,1 bedroom,1.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,2189594,0,0,1,Entire apartment,60.16848,https://www.airbnb.com/api/v2/pdp_listing_details/2189594?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93497,30,1,0.75,4,26,$108,1.0,0.0,100.0,within an hour,128.0,97.0,304,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.83,16,217,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2013-06-01
63,73,,0.0,0.0,0.0,4.92,1.0,1 bedroom,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,38669174,0,0,1,Shared room,60.16172,https://www.airbnb.com/api/v2/pdp_listing_details/38669174?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.9411,8,1,0.87,2,6,$58,1.0,0.0,100.0,within an hour,0.0,,26,Shared room in apartment,Shared room,shared_room,Shared room,5.0,,0.0,0.87,27,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-09-01
64,74,,0.0,0.0,0.0,4.89,1.0,Studio,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,18400611,0,0,1,Entire apartment,60.22676,https://www.airbnb.com/api/v2/pdp_listing_details/18400611?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.96102,360,1,0.85,3,30,$75,1.0,0.0,100.0,within an hour,0.0,,197,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.9,22,200,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2013-11-01
65,75,,0.0,0.0,0.0,4.91,1.0,1 bedroom,1.0,4.0,1,CANCEL_FLEXIBLE,,Helsinki,14,,,0,39476359,0,0,0,Entire apartment,60.17898,https://www.airbnb.com/api/v2/pdp_listing_details/39476359?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.95168,1125,1,0.7,4,22,$99,1.0,0.0,0.0,unknown,0.0,,34,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.8,9,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,
66,76,,0.0,0.0,0.0,,1.5,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,42978180,0,1,0,Entire apartment,60.17714,https://www.airbnb.com/api/v2/pdp_listing_details/42978180?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.93842,16,1,0.55,3,5,$154,47.0,0.0,100.0,within a day,0.0,,0,Entire serviced apartment,Entire home/apt,entire_home,Entire apartment,,,0.0,0.7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-03-01
67,77,,0.0,0.0,0.0,4.64,1.0,Studio,0.0,1.0,0,CANCEL_MODERATE,,Helsinki,12,,,0,35584843,0,0,0,Entire apartment,60.16089,https://www.airbnb.com/api/v2/pdp_listing_details/35584843?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.9376,7,1,1.0,2,12,$85,1.0,0.0,0.0,unknown,0.0,,67,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,,0.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,
