,index,accuracy_rating,allows_children,allows_infants,allows_pets,avg_rating,bathrooms,bedroom_label,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latitude,listing_url,location_rating,longitude,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,property_type_id,requires_license,response_rate,response_time,review_count,review_score,reviews_count,room_and_property_type,room_type,room_type_category,space_type,star_rating,value_rating,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,member_since
105,122,10.0,1.0,1.0,0.0,4.6,1.0,Studio,0.0,2.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,41639650,0,0,0,Entire apartment,60.17999,https://www.airbnb.com/api/v2/pdp_listing_details/41639650?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95602,7,1,0.85,2,9,$90,1.0,0.0,100.0,within a few hours,385.0,95.0,5,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,10.0,385.0,0.89,0,4347,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019-09-01
106,123,10.0,1.0,1.0,0.0,4.42,1.5,2 bedrooms,2.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,43,10.0,10.0,0,11349996,0,0,0,Entire apartment,60.16944,https://www.airbnb.com/api/v2/pdp_listing_details/11349996?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93189,90,1,0.84,5,46,$201,1.0,0.0,0.0,unknown,385.0,95.0,204,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,10.0,385.0,0.9,22,217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-09-01
107,124,10.0,1.0,1.0,0.0,4.81,1.0,1 bedroom,1.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,27,10.0,10.0,0,11995784,0,0,0,Private room,60.16588,https://www.airbnb.com/api/v2/pdp_listing_details/11995784?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9436,60,1,0.65,2,14,$96,1.0,0.0,100.0,within an hour,385.0,95.0,112,Private room in apartment,Private room,private_room,Private room,5.0,10.0,385.0,0.9,22,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-10-01
108,126,9.0,1.0,1.0,0.0,4.74,1.0,2 bedrooms,2.0,3.0,1,CANCEL_MODERATE,9.0,Helsinki,33,9.0,10.0,0,28039361,0,0,1,Entire loft,60.17633000000001,https://www.airbnb.com/api/v2/pdp_listing_details/28039361?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92625,1125,1,0.0,6,23,$154,35.0,0.0,100.0,within an hour,62.0,92.0,84,Entire loft,Entire home/apt,entire_home,Entire loft,5.0,9.0,62.0,0.0,11,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2016-03-01
109,127,9.0,1.0,1.0,0.0,4.45,1.0,Studio,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,43,9.0,10.0,0,30979980,0,0,1,Entire apartment,60.16877,https://www.airbnb.com/api/v2/pdp_listing_details/30979980?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93597,1125,1,0.85,5,9,$122,1.0,0.0,100.0,within an hour,62.0,92.0,11,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,62.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-06-01
110,128,9.0,1.0,1.0,0.0,4.88,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,9.0,Helsinki,13,9.0,10.0,0,32969952,0,0,0,Entire apartment,60.15778,https://www.airbnb.com/api/v2/pdp_listing_details/32969952?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94277,1125,1,0.85,3,35,$104,1.0,0.0,100.0,within an hour,62.0,92.0,51,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,62.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2015-12-01
111,129,9.0,1.0,1.0,0.0,4.85,1.0,1 bedroom,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,43,9.0,10.0,0,5831765,0,0,1,Entire apartment,60.17035,https://www.airbnb.com/api/v2/pdp_listing_details/5831765?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9462,1125,1,0.85,4,9,$138,1.0,0.0,100.0,within an hour,62.0,92.0,55,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,62.0,0.9,16,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-06-01
112,130,9.0,1.0,1.0,0.0,4.91,1.5,1 bedroom,1.0,2.0,0,CANCEL_FLEXIBLE,9.0,Helsinki,0,9.0,10.0,0,35106534,0,0,1,Entire apartment,60.2136,https://www.airbnb.com/api/v2/pdp_listing_details/35106534?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.90008,14,1,1.0,2,11,$77,1.0,0.0,100.0,within an hour,62.0,92.0,45,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,62.0,1.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2016-04-01
113,131,9.0,1.0,1.0,0.0,4.86,1.5,Studio,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,43,9.0,10.0,0,26629536,0,0,1,Entire apartment,60.17174,https://www.airbnb.com/api/v2/pdp_listing_details/26629536?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94574,1125,1,0.0,8,30,$167,1.0,0.0,100.0,within an hour,62.0,92.0,144,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,62.0,0.0,33,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2017-10-01
114,132,9.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,9.0,Helsinki,7,9.0,10.0,0,41005759,0,0,0,Private room,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/41005759?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.91889,1125,1,0.0,2,6,$66,1.0,0.0,100.0,within an hour,62.0,92.0,2,Private room in apartment,Private room,private_room,Private room,,9.0,62.0,0.0,8,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2019-12-01
115,134,9.0,1.0,1.0,0.0,4.94,1.0,Studio,0.0,1.0,0,CANCEL_FLEXIBLE,9.0,Helsinki,0,9.0,10.0,0,37489336,0,0,1,Entire apartment,60.18866,https://www.airbnb.com/api/v2/pdp_listing_details/37489336?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95471,1125,1,0.8,4,17,$88,1.0,0.0,100.0,within an hour,62.0,92.0,17,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,62.0,0.85,16,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2019-07-01
116,135,9.0,1.0,1.0,0.0,,1.5,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,16,9.0,10.0,0,40478353,0,0,0,Private room,60.2335,https://www.airbnb.com/api/v2/pdp_listing_details/40478353?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9645,7,1,0.0,2,10,$35,38.0,0.0,56.0,within a few hours,62.0,92.0,2,Private room in bungalow,Private room,private_room,Private room,,9.0,62.0,0.0,11,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2015-12-01
117,137,9.0,1.0,1.0,0.0,4.8,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,9.0,Helsinki,38,9.0,10.0,0,40571070,0,0,0,Entire apartment,60.16604,https://www.airbnb.com/api/v2/pdp_listing_details/40571070?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93096,1125,2,0.0,4,7,$115,1.0,0.0,100.0,within an hour,62.0,92.0,5,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,62.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01
118,139,9.0,1.0,1.0,0.0,4.47,2.5,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,9.0,Helsinki,33,9.0,10.0,0,27872139,0,0,0,Private room,60.18734,https://www.airbnb.com/api/v2/pdp_listing_details/27872139?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.87107,1125,1,0.85,1,31,$76,2.0,0.0,100.0,within a few hours,62.0,92.0,19,Private room in house,Private room,private_room,Private room,4.5,9.0,62.0,0.95,0,326,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2014-04-01
119,141,9.0,1.0,1.0,0.0,3.95,1.0,Studio,0.0,1.0,0,CANCEL_MODERATE,9.0,Helsinki,16,9.0,10.0,0,31302917,0,0,0,Entire apartment,60.16684,https://www.airbnb.com/api/v2/pdp_listing_details/31302917?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92748,1125,1,0.0,2,6,$78,1.0,0.0,60.0,within a day,62.0,92.0,63,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,9.0,62.0,0.85,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-11-01
120,142,9.0,1.0,1.0,0.0,4.2,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,9.0,Helsinki,38,9.0,10.0,0,21493943,0,0,0,Entire apartment,60.16176,https://www.airbnb.com/api/v2/pdp_listing_details/21493943?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.937,1125,2,0.0,2,10,$109,1.0,0.0,100.0,within an hour,62.0,92.0,25,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,9.0,62.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-05-01
121,143,9.0,1.0,1.0,0.0,4.45,1.0,1 bedroom,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,16,9.0,10.0,0,28811855,0,0,0,Private room,60.16825,https://www.airbnb.com/api/v2/pdp_listing_details/28811855?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92857,1125,1,0.82,3,9,$80,1.0,0.0,100.0,within an hour,62.0,92.0,71,Private room in apartment,Private room,private_room,Private room,4.5,9.0,62.0,0.87,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-11-01
122,144,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,,1,CANCEL_FLEXIBLE,9.0,Helsinki,0,10.0,9.0,0,42959628,0,1,0,Private room,60.19916,https://www.airbnb.com/api/v2/pdp_listing_details/42959628?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93792,1125,1,0.0,2,6,$26,40.0,0.0,100.0,within an hour,55.0,97.0,0,Private room in guesthouse,Private room,private_room,Private room,,9.0,55.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020-03-01
123,145,10.0,1.0,1.0,0.0,4.55,1.5,3 bedrooms,3.0,7.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,53,10.0,9.0,0,16781278,0,0,0,Entire apartment,60.17267,https://www.airbnb.com/api/v2/pdp_listing_details/16781278?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92764,28,1,0.7,8,27,$177,1.0,0.0,100.0,within an hour,55.0,97.0,180,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,55.0,0.85,16,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-06-01
124,146,10.0,1.0,1.0,0.0,4.11,1.5,1 bedroom,1.0,0.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,22,10.0,9.0,0,41546063,0,0,0,Entire apartment,60.1878,https://www.airbnb.com/api/v2/pdp_listing_details/41546063?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95504,30,1,0.98,2,4,$76,1.0,0.0,56.0,within a few hours,55.0,97.0,9,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,9.0,55.0,0.98,11,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2015-12-01
125,147,10.0,1.0,1.0,0.0,4.85,1.0,Studio,0.0,1.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,22,10.0,9.0,0,38829138,0,0,1,Entire apartment,60.192,https://www.airbnb.com/api/v2/pdp_listing_details/38829138?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94591,1125,1,0.95,3,15,$89,1.0,0.0,100.0,within an hour,55.0,97.0,20,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,55.0,0.97,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2015-10-01
126,148,10.0,1.0,1.0,0.0,4.77,1.0,Studio,0.0,3.0,0,CANCEL_MODERATE,9.0,Helsinki,22,10.0,9.0,0,26178103,0,0,1,Entire apartment,60.25701,https://www.airbnb.com/api/v2/pdp_listing_details/26178103?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95281,10,1,1.0,4,21,$101,1.0,0.0,100.0,within an hour,55.0,97.0,70,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,55.0,0.88,11,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2018-06-01
127,149,10.0,1.0,1.0,0.0,4.76,2.5,2 bedrooms,2.0,4.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,0,10.0,9.0,0,31798157,0,0,0,Private room,60.24805,https://www.airbnb.com/api/v2/pdp_listing_details/31798157?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.99067,21,1,1.0,2,6,$45,1.0,0.0,100.0,within an hour,55.0,97.0,37,Private room in apartment,Private room,private_room,Private room,5.0,9.0,55.0,0.9,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-08-01
128,150,10.0,1.0,1.0,0.0,5.0,1.5,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,0,10.0,9.0,0,41587894,0,0,1,Private room,60.18472,https://www.airbnb.com/api/v2/pdp_listing_details/41587894?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92131,1125,1,0.8,2,12,$86,1.0,0.0,90.0,within an hour,55.0,97.0,3,Private room in apartment,Private room,private_room,Private room,5.0,9.0,55.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-01-01
129,151,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,9.0,Helsinki,0,10.0,9.0,0,41852939,0,0,0,Private room,60.23517,https://www.airbnb.com/api/v2/pdp_listing_details/41852939?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.118920000000006,1125,1,0.9,2,17,$39,1.0,0.0,0.0,unknown,55.0,97.0,1,Private room in apartment,Private room,private_room,Private room,,9.0,55.0,0.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
130,152,10.0,1.0,1.0,0.0,4.86,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,9.0,Helsinki,43,10.0,9.0,0,19346473,0,0,1,Entire apartment,60.17167,https://www.airbnb.com/api/v2/pdp_listing_details/19346473?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95815,40,1,0.8,3,7,$141,1.0,0.0,100.0,within an hour,55.0,97.0,114,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,55.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2016-05-01
131,153,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,0,10.0,9.0,0,42807038,0,1,0,Entire apartment,60.18622,https://www.airbnb.com/api/v2/pdp_listing_details/42807038?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.91817,1125,1,0.7,3,5,$77,1.0,0.0,0.0,unknown,55.0,97.0,1,Entire apartment,Entire home/apt,entire_home,Entire apartment,,9.0,55.0,0.8,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-09-01
132,154,10.0,1.0,1.0,0.0,5.0,1.0,1 bedroom,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,5,10.0,9.0,0,40086522,0,0,0,Private room,60.16083,https://www.airbnb.com/api/v2/pdp_listing_details/40086522?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93896,1125,1,0.0,2,28,$72,1.0,0.0,0.0,unknown,55.0,97.0,8,Private room in apartment,Private room,private_room,Private room,5.0,9.0,55.0,0.85,11,326,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-10-01
133,155,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,2.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,5,10.0,9.0,0,42361882,0,1,0,Private room,60.27047,https://www.airbnb.com/api/v2/pdp_listing_details/42361882?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.98566,7,1,0.8,2,8,$51,1.0,0.0,100.0,within a few hours,55.0,97.0,1,Private room in apartment,Private room,private_room,Private room,,9.0,55.0,0.9,0,109,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2020-02-01
134,157,10.0,1.0,1.0,0.0,4.67,1.5,2 bedrooms,2.0,3.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,0,10.0,9.0,0,42430201,0,0,0,Entire apartment,60.23342,https://www.airbnb.com/api/v2/pdp_listing_details/42430201?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.08295,1125,1,0.0,5,24,$101,1.0,0.0,100.0,within an hour,55.0,97.0,3,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,55.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2017-07-01
135,159,10.0,1.0,1.0,0.0,4.77,1.0,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,27,10.0,9.0,0,11015755,0,0,0,Entire condominium,60.18662,https://www.airbnb.com/api/v2/pdp_listing_details/11015755?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.91615,365,1,0.0,2,5,$109,37.0,0.0,100.0,within an hour,55.0,97.0,130,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,9.0,55.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016-02-01
136,161,10.0,1.0,1.0,0.0,4.6,1.0,1 bedroom,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,11,10.0,9.0,0,26129095,0,0,0,Private room,60.18842,https://www.airbnb.com/api/v2/pdp_listing_details/26129095?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95945,40,1,0.88,2,12,$60,1.0,0.0,100.0,within an hour,55.0,97.0,63,Private room in apartment,Private room,private_room,Private room,4.5,9.0,55.0,0.93,11,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-06-01
137,162,9.0,1.0,1.0,0.0,4.96,1.0,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,9.0,Helsinki,53,9.0,10.0,0,24927687,0,0,1,Entire apartment,60.16265,https://www.airbnb.com/api/v2/pdp_listing_details/24927687?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92809,1125,1,0.85,3,15,$136,1.0,0.0,0.0,unknown,11.0,89.0,112,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,11.0,0.95,22,109,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,
138,163,9.0,1.0,1.0,0.0,4.38,1.5,2 bedrooms,2.0,3.0,1,CANCEL_MODERATE,9.0,Helsinki,54,9.0,10.0,0,37470317,0,0,0,Entire apartment,60.16907,https://www.airbnb.com/api/v2/pdp_listing_details/37470317?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.96501,1125,1,0.0,6,16,$142,1.0,0.0,100.0,within an hour,11.0,89.0,8,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,11.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01
139,164,9.0,1.0,1.0,0.0,4.67,1.5,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,9.0,Helsinki,38,9.0,10.0,0,36755789,0,0,0,Entire condominium,60.16171,https://www.airbnb.com/api/v2/pdp_listing_details/36755789?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94647,35,1,0.9,3,5,$119,37.0,0.0,100.0,within an hour,11.0,89.0,14,Entire condominium,Entire home/apt,entire_home,Entire condominium,4.5,9.0,11.0,0.95,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-10-01
140,166,9.0,1.0,1.0,0.0,4.72,2.0,2 bedrooms,2.0,2.0,1,CANCEL_MODERATE,9.0,Helsinki,54,9.0,10.0,0,28994173,0,0,0,Entire apartment,60.16781999999999,https://www.airbnb.com/api/v2/pdp_listing_details/28994173?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9317,1125,2,0.0,8,21,$231,1.0,0.0,100.0,within an hour,11.0,89.0,32,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,11.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01
141,168,9.0,1.0,1.0,0.0,,1.5,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,0,9.0,10.0,0,40553766,0,0,0,Entire apartment,60.16689,https://www.airbnb.com/api/v2/pdp_listing_details/40553766?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.96669,1125,1,0.8,2,22,$126,1.0,0.0,100.0,within an hour,11.0,89.0,2,Entire apartment,Entire home/apt,entire_home,Entire apartment,,9.0,11.0,0.85,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2015-02-01
