,id,accuracy_rating,allows_children,allows_infants,allows_pets,avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,host_verified,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latitude,localized_city,location_rating,longitude,max_nights,min_nights,monthly_price_factor,name,person_capacity,picture_count,price_string,property_type_id,response_rate,response_time,review_count,review_score,reviews_count,room_and_property_type,room_type,room_type_category,space_type,star_rating,value_rating,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,paikkakunnat
46,20977238,10.0,1.0,1.0,0.0,4.68,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,11,10.0,10.0,0,0,0,0,Private room,60.24803000000001,Helsinki,10.0,25.004579999999997,1125,1,0.9,Room at Malmi with great location,2,8,42,1.0,100.0,within an hour,105.0,95.0,102,Private room in apartment,Private room,private_room,Private room,4.5,9.0,105.0,0.95,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Kamppi
47,11879784,10.0,1.0,1.0,0.0,4.96,1.5,0.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,0,1,Entire apartment,60.182230000000004,Helsinki,10.0,24.94775,1125,1,0.72,Urban oasis in the heart of the hip Kallio,2,14,75,1.0,100.0,within a few hours,105.0,95.0,26,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,105.0,0.87,22,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kruununhaka
48,22055402,10.0,1.0,1.0,0.0,4.87,1.0,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,10,10.0,10.0,0,0,0,1,Private room,60.18899999999999,Helsingfors,10.0,25.033379999999998,30,1,1.0,Room with an amazing sea view,2,11,56,37.0,100.0,within an hour,105.0,95.0,119,Private room in condominium,Private room,private_room,Private room,5.0,9.0,105.0,1.0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Länsi-Pasila
49,37514841,10.0,1.0,1.0,0.0,4.76,1.0,1.0,2.0,0,CANCEL_MODERATE,10.0,Helsinki,11,10.0,10.0,0,0,0,1,Private room,60.21134,Helsinki,10.0,24.96724,31,1,0.8,Charming home (2) in green Kumpula - Blue bedroom,3,15,45,1.0,100.0,within a few hours,128.0,97.0,33,Private room in apartment,Private room,private_room,Private room,5.0,9.0,128.0,0.9,22,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Meri-Rastila
50,31213330,10.0,1.0,1.0,0.0,4.81,1.0,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,27,10.0,10.0,0,0,0,1,Entire condominium,60.15605,Helsingfors,10.0,24.9317,1125,1,0.75,Cozy studio near seaside in hart of Helsinki,2,24,109,37.0,100.0,within an hour,128.0,97.0,77,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,9.0,128.0,0.89,0,217,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Harju
51,37307947,10.0,1.0,1.0,0.0,4.71,1.0,0.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,0,0,Entire apartment,60.165659999999995,Helsinki,10.0,24.92887,1125,1,0.8,Cosy and luminous studio near Kamppi for 3,3,9,92,1.0,70.0,within a few hours,128.0,97.0,34,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,128.0,0.9,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö
52,38743638,10.0,1.0,1.0,0.0,4.96,1.0,1.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,16,10.0,10.0,0,0,0,1,Entire apartment,60.17585,Helsinki,10.0,24.959410000000002,1125,1,0.8,Unique Location by the Sea with Own Entrance,4,19,114,1.0,100.0,within an hour,128.0,97.0,25,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.9,27,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Etu-Töölö
53,37231876,10.0,1.0,1.0,0.0,4.62,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,0,0,0,Private room,60.20264,Helsingfors,10.0,24.91875,30,1,0.75,"Huone Hartwall-areena,  ja keskuspuiston kupeessa.",1,4,52,1.0,100.0,within an hour,128.0,97.0,37,Private room in apartment,Private room,private_room,Private room,4.5,9.0,128.0,0.87,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Reimarla
54,35713015,10.0,1.0,1.0,0.0,4.87,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,4,10.0,10.0,0,0,0,1,Private room,60.20016999999999,Helsinki,10.0,25.119139999999998,28,1,0.0,"Budget room! Own balcony, by METRO Helsinki",3,20,31,1.0,100.0,within an hour,128.0,97.0,54,Private room in apartment,Private room,private_room,Private room,5.0,9.0,128.0,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Kamppi
55,42985363,10.0,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,0,1,0,Private room,60.19933,Helsingfors,10.0,24.93949,1125,1,0.0,Welcome to a nice bright place to stay,2,5,26,40.0,100.0,within an hour,128.0,97.0,0,Private room in guesthouse,Private room,private_room,Private room,,9.0,128.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Punavuori
56,28234855,10.0,1.0,1.0,0.0,4.75,1.0,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,12,10.0,10.0,0,0,0,0,Entire apartment,60.1876,Helsinki,10.0,24.95954,10,1,1.0,Cozy & Urban Studio @ well-connected location,3,15,81,1.0,100.0,within an hour,128.0,97.0,197,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.95,13,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Patola
57,41869689,10.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,0,0,Entire apartment,60.174640000000004,Helsinki,10.0,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,4,12,92,1.0,70.0,within a few hours,128.0,97.0,3,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.0,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Siltasaari
58,14752483,10.0,1.0,1.0,0.0,4.74,1.0,0.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,0,0,0,Entire apartment,60.1656,Helsinki,10.0,24.930410000000002,1125,1,0.85,"Disinfected well,  cozy spot next to Kamppi",4,18,98,1.0,100.0,within an hour,128.0,97.0,434,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kluuvi
59,571881,10.0,1.0,1.0,0.0,4.63,1.0,2.0,4.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,38,10.0,10.0,0,0,0,0,Entire apartment,60.170069999999996,Helsinki,10.0,24.92772,150,1,0.7,Spacious flat in the very center,7,21,135,1.0,100.0,within an hour,128.0,97.0,336,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,128.0,0.85,16,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Ullanlinna
60,42638153,10.0,1.0,1.0,0.0,5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,0,0,Private room,60.22875,Helsinki,10.0,24.85057,6,1,0.65,"A cozy, snug & spacious apartment in Helsinki",2,7,38,1.0,78.0,within an hour,128.0,97.0,3,Private room in apartment,Private room,private_room,Private room,5.0,9.0,128.0,0.85,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tapanila
61,31094469,10.0,1.0,1.0,0.0,4.71,1.0,0.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,12,10.0,10.0,0,0,0,0,Entire apartment,60.187909999999995,Helsinki,10.0,24.96019,10,1,1.0,Comfy & Style Studio next to the metro station,3,19,81,1.0,100.0,within an hour,128.0,97.0,143,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,128.0,0.95,13,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Punavuori
62,2189594,10.0,1.0,1.0,0.0,4.73,1.5,1.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,0,1,Entire apartment,60.16848,Helsinki,10.0,24.93497,30,1,0.75,2 rooms in city center,4,26,108,1.0,100.0,within an hour,128.0,97.0,304,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,128.0,0.83,16,217,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Itä-Pasila
63,38669174,,0.0,0.0,0.0,4.92,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,0,0,1,Shared room,60.161719999999995,Helsingfors,,24.9411,8,1,0.87,"Shared room in big single apartment, best location",2,6,58,1.0,100.0,within an hour,0.0,,26,Shared room in apartment,Shared room,shared_room,Shared room,5.0,,0.0,0.87,27,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
64,18400611,,0.0,0.0,0.0,4.89,1.0,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,0,0,1,Entire apartment,60.22676,Helsinki,,24.96102,360,1,0.85,Guest-Room OWN Entrance Airport & City Easy Access,3,30,75,1.0,100.0,within an hour,0.0,,197,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.9,22,200,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Kluuvi
65,39476359,,0.0,0.0,0.0,4.91,1.0,1.0,4.0,1,CANCEL_FLEXIBLE,,Helsinki,14,,,0,0,0,0,Entire apartment,60.17898,Helsinki,,24.95168,1125,1,0.7,Helsinki Central Apartment,4,22,99,1.0,100.0,within an hour,0.0,,34,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.8,9,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Vesala
66,42978180,,0.0,0.0,0.0,,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,0,1,0,Entire apartment,60.17714,Helsinki,,24.93842,16,1,0.55,A cozy one-bedroom apartment with a balcony,3,5,154,47.0,100.0,within a day,0.0,,0,Entire serviced apartment,Entire home/apt,entire_home,Entire apartment,,,0.0,0.7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö
67,35584843,,0.0,0.0,0.0,4.64,1.0,0.0,1.0,0,CANCEL_MODERATE,,Helsinki,12,,,0,0,0,0,Entire apartment,60.16089,Helsinki,,24.9376,7,1,1.0,Little Retro Studio @ Central Design District Hels,2,12,85,1.0,100.0,within an hour,0.0,,67,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,,0.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Punavuori
68,35680811,,0.0,0.0,0.0,4.16,1.0,0.0,1.0,1,CANCEL_MODERATE,,Helsinki,16,,,0,0,0,0,Entire apartment,60.15764,Helsinki,,24.95218,1125,1,0.0,Compact home in Ullanlinna,4,5,76,1.0,100.0,within an hour,0.0,,69,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,,0.0,0.9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Alppikylä
69,22982896,,0.0,0.0,0.0,4.89,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,5,,,0,0,0,1,Private room,60.26545,Helsingfors,,25.02617,7,1,0.0,Kaunis yksityinen huone tunnelmallisella alueella,2,37,51,1.0,100.0,within an hour,0.0,,214,Private room in apartment,Private room,private_room,Private room,5.0,,0.0,0.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kaartinkaupunki
70,33630332,,0.0,0.0,0.0,4.03,1.0,0.0,1.0,1,CANCEL_MODERATE,,Helsinki,17,,,0,0,0,0,Entire apartment,60.15948,Helsinki,,24.9395,1125,1,0.0,Church view studio in Design District,2,8,78,1.0,100.0,within an hour,0.0,,72,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Vallila
71,42960124,,0.0,0.0,0.0,,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,0,1,0,Private room,60.19986,Helsingfors,,24.93848,1125,1,0.0,Welcome to a separate room,2,9,26,40.0,100.0,within an hour,0.0,,0,Private room in guesthouse,Private room,private_room,Private room,,,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi
72,12068779,,0.0,0.0,0.0,4.6,1.0,1.0,1.0,1,CANCEL_MODERATE,,Helsinki,22,,,0,0,0,0,Private room,60.16628000000001,Helsinki,,24.94315,20,1,1.0,"Heart of the city, Design District",1,15,79,1.0,100.0,within an hour,0.0,,200,Private room in apartment,Private room,private_room,Private room,4.5,,0.0,0.89,0,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kamppi
73,41139203,,0.0,0.0,0.0,3.54,1.5,0.0,2.0,1,CANCEL_MODERATE,,Helsinki,11,,,0,0,0,0,Entire apartment,60.1687,Helsinki,,24.937479999999997,1125,1,0.0,"Studio in central area, close to Kamppi",3,7,77,1.0,0.0,unknown,0.0,,14,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.5,,0.0,0.9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
74,30981155,,0.0,0.0,0.0,4.85,1.0,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,33,,,0,0,0,1,Entire apartment,60.172169999999994,Helsinki,,24.945,1125,1,0.85,Central Studio,2,5,88,1.0,100.0,within an hour,0.0,,40,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
75,20648483,,0.0,0.0,0.0,4.68,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,0,0,0,Private room,60.24037,Helsinki,,25.09604,1125,1,0.0,Cosy and comfortable apartment,2,6,41,1.0,100.0,within an hour,0.0,,69,Private room in apartment,Private room,private_room,Private room,4.5,,0.0,0.98,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kluuvi
76,14336951,,0.0,0.0,0.0,4.5,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,22,,,0,0,0,0,Entire apartment,60.172219999999996,Helsinki,,24.92843,14,1,0.75,Comfortable 1 bedroom apartment in downtown,3,10,95,1.0,100.0,within an hour,0.0,,121,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,,0.0,0.85,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Roihuvuori
77,18012739,,0.0,0.0,0.0,4.91,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,49,,,1,0,0,1,Entire apartment,60.15996,Helsinki,,24.93835,1125,1,0.8,Classic Nordic Apartment in Hip Punavuori Design District,4,14,128,1.0,100.0,within a few hours,0.0,,95,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.9,33,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi
78,35246331,,0.0,0.0,0.0,4.95,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,0,0,1,Private room,60.2619,Helsingfors,,25.06961,6,1,0.0,Cosy shared apartment,2,7,39,1.0,100.0,within a few hours,0.0,,37,Private room in apartment,Private room,private_room,Private room,5.0,,0.0,0.0,11,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,Kruununhaka
79,36044616,,0.0,0.0,0.0,4.65,1.0,2.0,4.0,1,CANCEL_MODERATE,,Helsinki,54,,,0,0,0,0,Entire apartment,60.165169999999996,Helsinki,,24.946939999999998,1125,2,0.0,Gorgeous 2BR apartment by the Esplanade Park,8,14,142,1.0,100.0,within an hour,0.0,,26,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,,0.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
80,21368320,10.0,1.0,1.0,0.0,4.81,1.0,1.0,2.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,22,10.0,10.0,0,0,0,1,Entire apartment,60.19322,Helsinki,10.0,24.95705,1125,1,0.85,Lovely city apartment in Vallila,3,18,90,1.0,100.0,within an hour,214.0,98.0,175,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Konala
81,21373833,10.0,1.0,1.0,0.0,4.74,1.0,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,0,0,0,Entire apartment,60.16448000000001,Helsinki,10.0,24.93806,1125,2,0.0,New modern apartment in the Design District,4,15,109,1.0,100.0,within an hour,214.0,98.0,47,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Kamppi
82,41222077,10.0,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,0,0,0,Entire apartment,60.1648,Helsingfors,10.0,24.92438,1125,2,0.0,Pohjoismaisella tyylillä sisustettu asunto!,4,9,83,1.0,100.0,within an hour,214.0,98.0,1,Entire apartment,Entire home/apt,entire_home,Entire apartment,,10.0,214.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
83,43026916,10.0,1.0,1.0,0.0,,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,0,1,0,Entire apartment,60.163830000000004,Helsingfors,10.0,24.92686,1125,1,0.95,Central appartment Helsinki Kamppi,2,8,53,1.0,100.0,within an hour,214.0,98.0,0,Entire apartment,Entire home/apt,entire_home,Entire apartment,,10.0,214.0,0.95,11,163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ullanlinna
84,27325365,10.0,1.0,1.0,0.0,4.9,1.0,0.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,10,10.0,10.0,0,0,0,1,Entire condominium,60.16664,Helsingfors,10.0,24.93078,1125,1,0.95,Studio apartment close everything,2,10,112,37.0,100.0,within an hour,214.0,98.0,163,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,10.0,214.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Siltasaari
85,11393587,10.0,1.0,1.0,0.0,4.76,1.5,0.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,16,10.0,10.0,0,0,0,0,Entire apartment,60.1722,Helsinki,10.0,24.94511,1125,1,0.85,"Disinfected well, next to the Central station",4,12,118,1.0,100.0,within an hour,214.0,98.0,385,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kamppi
86,40891430,10.0,1.0,1.0,0.0,4.92,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,10,10.0,10.0,0,0,0,1,Entire apartment,60.203219999999995,Helsinki,10.0,25.05827,1125,1,0.8,Feel right at home in Helsinki / Free WiFi,2,13,82,1.0,100.0,within an hour,214.0,98.0,24,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Linjat
87,18056441,10.0,1.0,1.0,0.0,4.85,1.0,0.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,0,0,0,Entire apartment,60.16396999999999,Helsinki,10.0,24.92801,1125,1,0.85,Disinfected well & central Kalevankatu home,4,25,106,1.0,100.0,within an hour,214.0,98.0,195,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Kluuvi
88,32062249,10.0,1.0,1.0,0.0,4.78,1.0,1.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,0,1,Entire apartment,60.17482,Helsingfors,10.0,24.95901,1125,1,0.8,Casa Kruna,3,12,90,1.0,100.0,within an hour,214.0,98.0,55,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Etu-Töölö
89,16106110,10.0,1.0,1.0,0.0,4.93,1.5,1.0,1.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,22,10.0,10.0,0,0,0,1,Entire apartment,60.16369,Helsinki,10.0,24.92686,5,1,0.71,Delightful two room apartment in central Helsinki,3,9,89,1.0,100.0,within an hour,214.0,98.0,15,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.86,22,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi
90,41799984,10.0,1.0,1.0,0.0,,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,0,0,0,Hostel room,60.17876999999999,Helsingfors,10.0,24.9578,1125,1,0.0,2-х местный. №4. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,2,16,55,45.0,100.0,within an hour,214.0,98.0,0,Private room in hostel,Private room,private_room,Hostel room,,10.0,214.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Ullanlinna
91,41083834,10.0,1.0,1.0,0.0,,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,0,1,0,Private room,60.23954000000001,Helsinki,10.0,24.85264,1125,1,0.9,"Private room/sauna,in a cosy flat near HKI city",2,7,31,1.0,100.0,within a few hours,214.0,98.0,0,Private room in apartment,Private room,private_room,Private room,,10.0,214.0,0.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Linjat
92,26730354,10.0,1.0,1.0,0.0,4.68,1.0,4.0,1.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,0,0,0,Private room,60.23279,Helsinki,10.0,25.030179999999998,1125,1,0.69,"Huone viisiöstä vuokrataan, hyvät julkiset kulkuyhteydet.",2,13,39,1.0,100.0,within an hour,214.0,98.0,35,Private room in apartment,Private room,private_room,Private room,4.5,10.0,214.0,0.88,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kumpula
93,36127077,10.0,1.0,1.0,0.0,4.81,1.5,1.0,3.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,0,1,Private room,60.25662,Helsinki,10.0,24.98816,21,1,0.8,Studio -like space in a peaceful neighbourhood,2,14,54,53.0,100.0,within an hour,214.0,98.0,42,Private room in guest suite,Private room,private_room,Private room,5.0,10.0,214.0,0.9,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,Itä-Pasila
94,37279768,10.0,1.0,1.0,0.0,4.81,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,33,10.0,10.0,0,0,0,1,Entire apartment,60.17158000000001,Helsinki,10.0,24.9444,1125,1,0.0,Downtown family comfort beauty,6,8,116,1.0,100.0,within an hour,385.0,95.0,16,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,385.0,0.0,22,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Itä-Pasila
